provider_id,state,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
131317,ID,Critical Access Hospitals,Government - Local,1,1,,,,,,2.0,2.0,2.0
131318,ID,Critical Access Hospitals,Government - Local,1,1,,,,,,,,2.0
131319,ID,Critical Access Hospitals,Government - Local,1,1,,,,2.0,,,,
131320,ID,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,
131321,ID,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,,,
131322,ID,Critical Access Hospitals,Government - Local,1,1,,,,2.0,2.0,,,
131323,ID,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,2.0,3.0,,,
131324,ID,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,,
131325,ID,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,3.0,2.0,2.0,,
131326,ID,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,2.0,2.0,2.0
131327,ID,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,,
140001,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
140002,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,2.0,2.0,2.0,2.0,3.0
140007,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,3.0,1.0,1.0,2.0,1.0,2.0,2.0
140008,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,3.0,1.0,2.0,1.0,2.0
140010,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,3.0,1.0,3.0,2.0,2.0,2.0,3.0
140011,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,1.0,2.0,2.0,2.0,1.0
140012,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,3.0,2.0,3.0,3.0,2.0
140013,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
140015,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,1.0,1.0,3.0,2.0,2.0,3.0
140018,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0
140019,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,2.0,3.0,2.0
140029,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,1.0,3.0,3.0,2.0,2.0,3.0
140030,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,3.0,3.0,3.0,2.0,3.0,2.0
140032,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,3.0,3.0,3.0,2.0,3.0,2.0
140033,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,,,,,,2.0,2.0,
140034,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,3.0,3.0,1.0,3.0,2.0,2.0,2.0
140040,IL,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0
140043,IL,Acute Care Hospitals,Government - Local,1,1,4,2.0,3.0,3.0,2.0,2.0,3.0,3.0
140046,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,3.0,1.0,2.0,2.0,2.0,2.0
140048,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,3.0,1.0,1.0,1.0,2.0,1.0,2.0
140049,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,2.0,1.0,1.0,2.0,2.0,2.0
140052,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,2.0,1.0,3.0,2.0,2.0,2.0
140053,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,1.0,3.0,3.0,2.0,1.0,2.0
140054,IL,Acute Care Hospitals,Proprietary,1,1,2,2.0,2.0,2.0,1.0,2.0,1.0,2.0
140058,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,3.0,3.0,2.0,2.0,2.0,2.0
140059,IL,Acute Care Hospitals,Government - Local,1,1,3,2.0,,2.0,3.0,2.0,2.0,
140062,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,1.0,3.0,3.0,2.0,2.0,3.0
140063,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,3.0,3.0,2.0,3.0,2.0,3.0,2.0
140064,IL,Acute Care Hospitals,Voluntary non-profit - Church,0,1,3,1.0,3.0,2.0,3.0,2.0,2.0,2.0
140065,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,5,3.0,2.0,3.0,3.0,2.0,3.0,2.0
140067,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,1.0,1.0,3.0,3.0,2.0,1.0,2.0
140068,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2,2.0,2.0,2.0,1.0,2.0,1.0,
140077,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,,2.0,1.0,2.0,1.0,
140080,IL,Acute Care Hospitals,Voluntary non-profit - Church,0,1,2,2.0,3.0,1.0,1.0,2.0,1.0,2.0
140082,IL,Acute Care Hospitals,Proprietary,1,1,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0
140083,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,,1.0,1.0,
140084,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,1.0,3.0,1.0,2.0,1.0,2.0
140088,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,1.0,3.0,2.0,1.0,3.0
140089,IL,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,2.0,3.0,3.0,2.0,3.0,1.0
140091,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,1.0,3.0,3.0,2.0,2.0
140093,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,2.0,3.0,1.0,2.0,2.0,3.0,2.0
140095,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,2.0,2.0,2.0,2.0,1.0,
140100,IL,Acute Care Hospitals,Proprietary,1,3,4,,2.0,,3.0,2.0,2.0,
140101,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,3.0,3.0,2.0,3.0,2.0
140103,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,3.0,1.0,1.0,2.0,1.0,
140110,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
140113,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,1.0,3.0,1.0,2.0,2.0,2.0,2.0
140114,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,3.0,2.0,1.0,2.0,2.0,2.0,2.0
140115,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0
140116,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,5,3.0,3.0,3.0,3.0,2.0,1.0,2.0
140117,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,3.0,3.0,1.0,2.0,2.0,3.0,2.0
140118,IL,Acute Care Hospitals,Proprietary,1,1,2,3.0,2.0,1.0,1.0,2.0,1.0,2.0
140119,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,3.0,1.0,3.0,2.0,1.0,2.0
140120,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,1.0,2.0,2.0,2.0,2.0
140122,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,3.0,3.0,3.0,3.0,2.0,3.0,2.0
140124,IL,Acute Care Hospitals,Government - Local,0,1,2,2.0,2.0,1.0,1.0,1.0,1.0,2.0
140125,IL,Acute Care Hospitals,Proprietary,1,1,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0
140127,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,1.0,2.0,3.0,3.0,2.0,2.0,1.0
140130,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,3.0,2.0,2.0,2.0,2.0,2.0,1.0
140133,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,2.0
140135,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,2.0,3.0,1.0,2.0,1.0,2.0
140137,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,2.0,2.0,3.0,
140143,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,2.0,3.0,2.0,3.0,2.0
140145,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,,3.0,3.0,2.0,3.0,2.0
140147,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,3.0,2.0,3.0,1.0
140148,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1.0,2.0,2.0,1.0,1.0,1.0,3.0
140150,IL,Acute Care Hospitals,Government - State,1,1,1,2.0,1.0,1.0,1.0,2.0,1.0,2.0
140155,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,1.0,2.0,3.0,2.0,2.0,1.0
140158,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,3.0,1.0,1.0,1.0,2.0,1.0,2.0
140160,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,2.0,2.0,2.0,3.0,2.0
140161,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,2.0,2.0,3.0,2.0,3.0,2.0
140162,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,1.0,3.0,2.0,3.0,2.0,2.0,2.0
140164,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,1.0,3.0,2.0,2.0,2.0
140166,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,1.0,1.0,2.0,3.0,2.0,2.0
140167,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,,2.0,2.0,2.0,3.0,1.0
140172,IL,Acute Care Hospitals,Proprietary,1,1,1,3.0,1.0,1.0,1.0,2.0,2.0,2.0
140174,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0
140176,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,3.0,2.0,2.0,2.0,2.0
140177,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,2.0,2.0,1.0,1.0,1.0,3.0,2.0
140179,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2,2.0,1.0,1.0,2.0,1.0,1.0,1.0
140180,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,3.0,3.0,1.0,2.0,2.0,1.0,2.0
140181,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,3.0,1.0,1.0,2.0,1.0,
140182,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,2.0,1.0,1.0,2.0,2.0,1.0,2.0
140184,IL,Acute Care Hospitals,Proprietary,1,1,2,2.0,1.0,1.0,1.0,2.0,3.0,2.0
140185,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,3.0,2.0,2.0,3.0,1.0,3.0
140186,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5,3.0,3.0,3.0,3.0,2.0,2.0,3.0
140187,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,1.0,1.0,2.0,2.0,2.0,1.0
140189,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,1.0,3.0,2.0,2.0,2.0
140191,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,3.0,3.0,1.0,1.0,2.0,2.0,2.0
140197,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,2.0,2.0,
140200,IL,Acute Care Hospitals,Proprietary,1,1,4,3.0,2.0,2.0,3.0,2.0,2.0,2.0
140202,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5,3.0,3.0,3.0,2.0,3.0,1.0,3.0
140206,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,2.0,2.0,1.0,2.0,1.0,
140208,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,3.0,1.0,1.0,2.0,2.0,1.0,2.0
140209,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,3.0,3.0,2.0,2.0,2.0
140210,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,,1.0,2.0,2.0,3.0,1.0
140211,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,4,2.0,2.0,3.0,3.0,2.0,2.0,1.0
140213,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,3.0,1.0,3.0,2.0,2.0,2.0
140217,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,1.0,3.0,2.0,2.0,2.0,2.0
140223,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,1.0,3.0,3.0,2.0,2.0,3.0
140224,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,3.0,1.0,1.0,1.0,2.0,2.0,2.0
140228,IL,Acute Care Hospitals,Voluntary non-profit - Other,0,1,4,2.0,3.0,2.0,3.0,2.0,3.0,3.0
140231,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,3.0,1.0,2.0,2.0,2.0,3.0,2.0
140233,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,1.0,3.0,2.0,1.0,2.0,2.0,2.0
140234,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,2.0,3.0,2.0,3.0,2.0
140239,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,2.0,1.0,2.0,2.0,3.0,2.0
140240,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,2.0,3.0,1.0,2.0,2.0,2.0
140242,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,3.0,3.0,1.0,2.0,3.0
140250,IL,Acute Care Hospitals,Voluntary non-profit - Church,0,1,4,2.0,3.0,2.0,1.0,2.0,1.0,3.0
140251,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,3.0,2.0,3.0,1.0,2.0,2.0,2.0
140252,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,2.0,3.0,1.0,2.0,3.0,3.0
140258,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,3.0,1.0,3.0,2.0,3.0,2.0,2.0
140275,IL,Acute Care Hospitals,Government - Local,1,1,3,2.0,1.0,3.0,2.0,2.0,2.0,2.0
140276,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0
140280,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2,1.0,2.0,2.0,1.0,2.0,3.0,3.0
140281,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,3.0,1.0,1.0,2.0,3.0,1.0,2.0
140286,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,3.0,2.0,3.0,3.0,2.0
140288,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,1.0,3.0,3.0,2.0,2.0,3.0
140289,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,2.0,3.0
140290,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,3.0,3.0,3.0,1.0,2.0,2.0,2.0
140291,IL,Acute Care Hospitals,Voluntary non-profit - Church,1,1,5,2.0,3.0,3.0,2.0,2.0,2.0,3.0
140292,IL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,2.0,2.0,1.0,2.0,3.0,2.0
140294,IL,Acute Care Hospitals,Proprietary,0,1,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0
140300,IL,Acute Care Hospitals,Government - Local,1,1,3,,,2.0,,2.0,1.0,
140304,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,1.0,1.0,1.0,2.0,3.0,2.0
140307,IL,Acute Care Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,
141300,IL,Critical Access Hospitals,Voluntary non-profit - Private,0,1,,,,2.0,,,,
141301,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,
141302,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
141303,IL,Critical Access Hospitals,Government - Local,1,1,,2.0,,2.0,,,,
141304,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,2.0,,,,
141305,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,,,2.0,2.0
141306,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
141307,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,
141308,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,2.0,,,,
141309,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,,2.0,3.0,2.0
141310,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,,2.0,2.0
141311,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,3.0,2.0
141312,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,,,
141313,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,,2.0,3.0,
141315,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,2.0,3.0,2.0
141316,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,,,2.0
141317,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,,,2.0
150018,IN,Acute Care Hospitals,Government - Local,1,1,4,2.0,2.0,3.0,3.0,3.0,2.0,3.0
141318,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,,2.0,2.0,
141319,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,3.0,,,2.0
141320,IL,Critical Access Hospitals,Voluntary non-profit - Other,0,1,4,2.0,,2.0,3.0,2.0,2.0,1.0
141321,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,,2.0,2.0,
141322,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,3.0,3.0,2.0,3.0,
141323,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,3.0,1.0,2.0,2.0
141324,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,
141325,IL,Critical Access Hospitals,Voluntary non-profit - Church,1,1,,2.0,,2.0,,,,
141326,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,2,2.0,,2.0,2.0,,,
141327,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,3.0,2.0,3.0,
141328,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,
141329,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,2.0,
150015,IN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,3.0,2.0,2.0,2.0,2.0,2.0
141330,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,3.0,,3.0,
141331,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,,,
141332,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,2,2.0,,2.0,,2.0,2.0,
141333,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,
141334,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,2.0,2.0,
141335,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,,2.0,3.0,2.0
141336,IL,Critical Access Hospitals,Voluntary non-profit - Church,1,1,4,2.0,,2.0,3.0,,,2.0
141337,IL,Critical Access Hospitals,Government - Local,1,1,3,2.0,,2.0,2.0,2.0,2.0,
141338,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,2.0,2.0,2.0,2.0
141339,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,3.0,2.0
141340,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,3.0,
141341,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,
141342,IL,Critical Access Hospitals,Proprietary,1,1,3,2.0,,2.0,,2.0,3.0,
141343,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,3.0,,,
141344,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,
141345,IL,Critical Access Hospitals,Government - Local,1,1,3,2.0,,2.0,3.0,,,
141346,IL,Critical Access Hospitals,Voluntary non-profit - Other,1,1,,2.0,,2.0,,,,
141347,IL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,,2.0,
141348,IL,Critical Access Hospitals,Proprietary,1,1,3,2.0,,2.0,2.0,2.0,3.0,
141349,IL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,
141350,IL,Critical Access Hospitals,Voluntary non-profit - Church,1,1,3,2.0,,2.0,3.0,2.0,,2.0
141351,IL,Critical Access Hospitals,Government - Local,1,1,3,2.0,,1.0,2.0,,,
143300,IL,Childrens,Voluntary non-profit - Other,1,1,,,,,,,,
150017,IN,Acute Care Hospitals,Proprietary,1,1,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0
143301,IL,Childrens,Voluntary non-profit - Private,0,1,,,,,,,,
143302,IL,Childrens,Voluntary non-profit - Private,0,1,,,,,,,,
150001,IN,Acute Care Hospitals,Government - Local,1,1,4,2.0,2.0,3.0,3.0,2.0,3.0,2.0
150002,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,3.0,3.0,1.0,2.0,2.0,1.0,1.0
150004,IN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,3.0,2.0,1.0,1.0,2.0,2.0,2.0
150005,IN,Acute Care Hospitals,Government - Local,1,1,4,2.0,1.0,3.0,3.0,2.0,3.0,1.0
150006,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,3.0,3.0,1.0,2.0,3.0,2.0
150007,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0
150008,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5,3.0,3.0,3.0,2.0,2.0,2.0,2.0
150009,IN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,3.0,1.0,2.0,2.0,2.0,2.0,2.0
150010,IN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,3.0,3.0,3.0,2.0,3.0,2.0
150011,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,2.0,3.0,2.0,2.0,3.0,2.0
150012,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,1.0,3.0,3.0,1.0,2.0,2.0,3.0
150021,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,1.0,2.0,3.0,3.0,2.0,2.0,2.0
150022,IN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
150023,IN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,4,2.0,3.0,3.0,3.0,2.0,2.0,1.0
150024,IN,Acute Care Hospitals,Government - Local,1,1,2,2.0,1.0,2.0,1.0,1.0,1.0,2.0
150026,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,2.0,2.0,3.0,2.0,2.0,2.0
150030,IN,Acute Care Hospitals,Government - Local,1,1,4,2.0,2.0,3.0,3.0,2.0,3.0,2.0
150034,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,2.0,1.0,3.0,2.0,1.0,2.0
150035,IN,Acute Care Hospitals,Proprietary,1,1,4,3.0,3.0,2.0,1.0,2.0,1.0,2.0
150037,IN,Acute Care Hospitals,Government - Local,1,1,3,1.0,3.0,2.0,3.0,2.0,2.0,2.0
150042,IN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,1.0,2.0,2.0,3.0,2.0,3.0,1.0
150044,IN,Acute Care Hospitals,Government - Local,1,1,2,2.0,1.0,1.0,2.0,2.0,2.0,1.0
150045,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,3.0,2.0,3.0,2.0
150046,IN,Acute Care Hospitals,Proprietary,1,1,3,2.0,3.0,1.0,3.0,2.0,3.0,2.0
150047,IN,Acute Care Hospitals,Proprietary,1,1,2,2.0,2.0,2.0,1.0,2.0,1.0,2.0
150048,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,3.0,3.0,2.0,3.0,2.0
150051,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,3.0,2.0,2.0,2.0,3.0
150056,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,1.0,1.0,1.0,2.0,2.0,3.0
150057,IN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,5,2.0,3.0,3.0,3.0,2.0,2.0,2.0
150058,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,1.0,3.0,3.0,3.0,2.0,2.0,2.0
150059,IN,Acute Care Hospitals,Government - Local,1,1,4,2.0,2.0,3.0,3.0,2.0,3.0,2.0
150061,IN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,,2.0,3.0,2.0,3.0,2.0
150064,IN,Acute Care Hospitals,Proprietary,1,1,4,2.0,,3.0,3.0,2.0,3.0,2.0
150065,IN,Acute Care Hospitals,Government - Local,1,1,5,2.0,3.0,3.0,3.0,2.0,3.0,2.0
150069,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,2.0,3.0,2.0,3.0,2.0
150072,IN,Acute Care Hospitals,Government - Local,1,1,3,2.0,2.0,3.0,2.0,2.0,3.0,2.0
150074,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,1.0,3.0,3.0,3.0,2.0,2.0,2.0
150075,IN,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,1.0,3.0,2.0,3.0,2.0
150076,IN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,2.0,3.0,2.0,2.0,3.0,2.0
150082,IN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,3.0,1.0,3.0,3.0,3.0,3.0
150084,IN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0
